Time,Fuel,Fan,Feed,Temp,O2
9/30/2012 10:15,15,90,100,898.5000268,4.000000756
9/30/2012 10:15,15,90,100,898.5000214,4.000000566
9/30/2012 10:15,15,90,100,898.8000172,4.250000424
9/30/2012 10:15,15,90,100,899.0400138,4.437500318
9/30/2012 10:15,15,90,100,899.232011,4.578125238
9/30/2012 10:15,15,90,100,899.3856088,4.68359393
9/30/2012 10:16,15,90,100,899.508487,4.762695446
9/30/2012 10:16,15,90,100,899.6067896,4.822021586
9/30/2012 10:16,15,90,100,899.6854316,4.866516188
9/30/2012 10:16,15,90,100,899.7483454,4.899887142
9/30/2012 10:16,15,90,100,899.7986762,4.924915356
9/30/2012 10:16,15,90,100,899.838941,4.943686518
9/30/2012 10:17,15,90,100,899.8711528,4.957764888
9/30/2012 10:17,15,90,100,899.8969222,4.968323666
9/30/2012 10:17,15,90,100,899.9175378,4.97624275
9/30/2012 10:17,15,90,100,899.9340302,4.982182062
9/30/2012 10:17,15,90,100,899.9472242,4.986636546
9/30/2012 10:17,15,90,100,899.9577794,4.98997741
9/30/2012 10:18,15,90,100,899.9662234,4.992483058
9/30/2012 10:18,15,90,100,899.9729788,4.994362294
9/30/2012 10:18,15,90,100,899.978383,4.99577172
9/30/2012 10:18,15,90,100,899.9827064,4.99682879
9/30/2012 10:18,15,90,100,899.9861652,4.997621592
9/30/2012 10:18,15,90,100,899.9889322,4.998216194
9/30/2012 10:19,15,90,100,899.9911456,4.998662146
9/30/2012 10:19,15,90,100,899.9929166,4.99899661
9/30/2012 10:19,15,90,100,899.9943332,4.999247456
9/30/2012 10:19,15,90,100,899.9954666,4.999435592
9/30/2012 10:19,15,90,100,899.9963732,4.999576694
9/30/2012 10:19,15,90,100,899.9970986,4.99968252
9/30/2012 10:20,15,90,95,899.9976788,4.99976189
9/30/2012 10:20,15,90,95,899.9981432,4.999821418
9/30/2012 10:20,15,90,95,899.9985144,4.999866064
9/30/2012 10:20,15,90,95,899.9988116,4.999899548
9/30/2012 10:20,15,90,95,899.9990492,4.99992466
9/30/2012 10:20,15,90,95,899.9992394,4.999943496
9/30/2012 10:21,15,90,95,899.9993916,4.999957622
9/30/2012 10:21,15,90,95,899.9995132,4.999968216
